path,class,rev,station,cam,season,day_part,date_time,seq_id
rev05/15/15_20210312 (9656).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:07:04,1584
rev05/15/15_20210312 (9659).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:08:18,1584
rev05/15/15_20210312 (9667).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:08:35,1584
rev05/15/15_20210312 (9674).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:08:57,1584
rev05/15/15_20210312 (9700).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:15:59,1585
rev05/15/15_20210312 (9738).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:19:26,1586
rev05/15/15_20210312 (9747).JPG,horse,rev05,15,15,spring,evening,2021-03-12 12:20:01,1586
rev05/15/15_20210316 (10598).JPG,wild boar,rev05,15,15,spring,evening,2021-03-16 16:12:09,1587
rev05/15/15_20210316 (10614).JPG,wild boar,rev05,15,15,spring,evening,2021-03-16 16:16:52,1588
rev05/15/15_20210316 (10622).JPG,wild boar,rev05,15,15,spring,evening,2021-03-16 16:26:08,1589
rev05/15/15_20210317 (10827).JPG,red deer,rev05,15,15,spring,evening,2021-03-17 13:29:54,1590
rev05/15/15_20210318 (10980).JPG,wild boar,rev05,15,15,spring,morning,2021-03-18 10:52:14,1591
rev05/15/15_20210318 (11081).JPG,wild boar,rev05,15,15,spring,evening,2021-03-18 20:34:01,1592
rev05/15/15_20210319 (11270).JPG,wild boar,rev05,15,15,spring,morning,2021-03-19 10:55:59,1593
rev05/15/15_20210319 (11275).JPG,human,rev05,15,15,spring,morning,2021-03-19 11:53:50,1594
rev05/15/15_20210319 (11278).JPG,human,rev05,15,15,spring,morning,2021-03-19 11:53:52,1594
rev05/16/16_20210218 (1).JPG,human,rev05,16B,16,winter,morning,2021-02-18 09:48:04,1595
rev05/16/16_20210218 (5).JPG,human,rev05,16B,16,winter,morning,2021-02-18 09:48:07,1595
rev05/16/16_20210318 (104).JPG,wild boar,rev05,16B,16,spring,night,2021-03-18 00:44:45,1596
rev05/16/16_20210318 (108).JPG,wild boar,rev05,16B,16,spring,night,2021-03-18 00:44:53,1596
rev05/16/16_20210318 (111).JPG,wild boar,rev05,16B,16,spring,night,2021-03-18 00:44:56,1596
rev05/16/16_20210318 (116).JPG,wild boar,rev05,16B,16,spring,night,2021-03-18 00:44:59,1596
rev05/17/17_20210218 (3).JPG,human,rev05,17B,17,winter,evening,2021-02-18 18:26:34,1597
rev05/17/17_20210218 (5).JPG,human,rev05,17B,17,winter,evening,2021-02-18 18:26:37,1597
rev05/17/17_20210218 (8).JPG,human,rev05,17B,17,winter,evening,2021-02-18 18:26:41,1597
rev05/17/17_20210305 (244).JPG,horse,rev05,17B,17,spring,evening,2021-03-05 16:15:32,1598
rev05/17/17_20210305 (253).JPG,horse,rev05,17B,17,spring,evening,2021-03-05 16:15:52,1598
rev05/17/17_20210305 (292).JPG,horse,rev05,17B,17,spring,evening,2021-03-05 16:16:55,1598
rev05/17/17_20210305 (295).JPG,horse,rev05,17B,17,spring,evening,2021-03-05 16:16:57,1598
rev05/17/17_20210311 (532).JPG,cow,rev05,17B,17,spring,evening,2021-03-11 15:37:00,1599
rev05/17/17_20210313 (634).JPG,cow,rev05,17B,17,spring,morning,2021-03-13 11:08:48,1600
rev05/17/17_20210313 (636).JPG,cow,rev05,17B,17,spring,morning,2021-03-13 11:08:51,1600
rev05/17/17_20210315 (808).JPG,horse,rev05,17B,17,spring,morning,2021-03-15 08:58:44,1601
rev05/17/17_20210318 (901).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:28,1602
rev05/17/17_20210318 (907).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:33,1602
rev05/17/17_20210318 (908).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:34,1602
rev05/17/17_20210318 (913).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:40,1602
rev05/17/17_20210318 (915).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:41,1602
rev05/17/17_20210318 (920).JPG,human,rev05,17B,17,spring,evening,2021-03-18 15:32:47,1602
rev05/18/18_20210219 (4812).JPG,human,rev05,18B,18,winter,evening,2021-02-19 16:52:09,1603
rev05/18/18_20210224 (5841).JPG,red deer,rev05,18B,18,winter,evening,2021-02-24 15:35:26,1604
rev05/18/18_20210228 (8501).JPG,empty,rev05,18B,18,winter,morning,2021-02-28 10:05:59,1605
rev05/18/18_20210302 (508).JPG,wild boar,rev05,18B,18,spring,evening,2021-03-02 15:27:37,1606
rev05/18/18_20210302 (523).JPG,wild boar,rev05,18B,18,spring,evening,2021-03-02 15:29:25,1606
rev05/18/18_20210303 (1470).JPG,wild boar,rev05,18B,18,spring,evening,2021-03-03 16:22:57,1607
rev05/18/18_20210311 (3011).JPG,human,rev05,18B,18,spring,evening,2021-03-11 16:26:22,1608
rev05/18/18_20210311 (3014).JPG,human,rev05,18B,18,spring,evening,2021-03-11 16:26:27,1608
rev05/18/18_20210311 (3016).JPG,human,rev05,18B,18,spring,evening,2021-03-11 16:26:32,1608
rev05/18/18_20210311 (3018).JPG,human,rev05,18B,18,spring,evening,2021-03-11 16:26:34,1608
rev05/18/18_20210316 (4268).JPG,red deer,rev05,18B,18,spring,evening,2021-03-16 14:17:57,1609
rev05/19/19_20210219 (3).JPG,human,rev05,19B,19,winter,evening,2021-02-19 12:32:25,1610
rev05/19/19_20210219 (4).JPG,human,rev05,19B,19,winter,evening,2021-02-19 12:32:27,1610
rev05/19/19_20210219 (5).JPG,human,rev05,19B,19,winter,evening,2021-02-19 12:32:27,1610
rev05/19/19_20210220 (21).JPG,human,rev05,19B,19,winter,morning,2021-02-20 10:39:47,1611
rev05/19/19_20210220 (32).JPG,human,rev05,19B,19,winter,evening,2021-02-20 12:46:41,1612
rev05/19/19_20210220 (39).JPG,human,rev05,19B,19,winter,evening,2021-02-20 12:46:48,1612
rev05/19/19_20210220 (45).JPG,human,rev05,19B,19,winter,evening,2021-02-20 12:46:53,1612
rev05/19/19_20210227 (272).JPG,wild boar,rev05,19B,19,winter,morning,2021-02-27 11:11:37,1613
rev05/19/19_20210301 (328).JPG,empty,rev05,19B,19,spring,evening,2021-03-01 13:04:44,1614
rev05/19/19_20210305 (584).JPG,red deer,rev05,19B,19,spring,evening,2021-03-05 16:25:09,1615
rev05/19/19_20210306 (609).JPG,wild boar,rev05,19B,19,spring,night,2021-03-06 23:59:56,1616
rev05/19/19_20210315 (1069).JPG,wild boar,rev05,19B,19,spring,evening,2021-03-15 20:33:24,1617
rev05/19/19_20210315 (1075).JPG,wild boar,rev05,19B,19,spring,evening,2021-03-15 20:33:37,1617
rev05/19/19_20210315 (1095).JPG,wild boar,rev05,19B,19,spring,evening,2021-03-15 20:35:00,1617
rev05/19/19_20210315 (1099).JPG,wild boar,rev05,19B,19,spring,evening,2021-03-15 20:35:03,1617
rev05/19/19_20210315 (1107).JPG,wild boar,rev05,19B,19,spring,evening,2021-03-15 20:35:12,1617
rev05/19/19_20210315 (1125).JPG,empty,rev05,19B,19,spring,evening,2021-03-15 20:35:36,1617
rev05/19/19_20210318 (1411).JPG,wild boar,rev05,19B,19,spring,night,2021-03-18 00:21:34,1618
rev05/19/19_20210319 (1701).JPG,human,rev05,19B,19,spring,evening,2021-03-19 15:03:33,1619
rev05/19/19_20210319 (1704).JPG,human,rev05,19B,19,spring,evening,2021-03-19 15:03:37,1619
rev05/19/19_20210319 (1705).JPG,human,rev05,19B,19,spring,evening,2021-03-19 15:03:38,1619
rev05/20/20_20210224 (395).JPG,wild boar,rev05,20,20,winter,evening,2021-02-24 16:41:10,1620
rev05/20/20_20210224 (398).JPG,wild boar,rev05,20,20,winter,evening,2021-02-24 16:41:15,1620
rev05/20/20_20210226 (419).JPG,wild boar,rev05,20,20,winter,night,2021-02-26 03:54:36,1621
rev05/20/20_20210226 (461).JPG,wild boar,rev05,20,20,winter,night,2021-02-26 04:01:22,1622
rev05/20/20_20210226 (462).JPG,wild boar,rev05,20,20,winter,night,2021-02-26 04:01:23,1622
rev05/20/20_20210302 (689).JPG,wild boar,rev05,20,20,spring,evening,2021-03-02 19:52:52,1623
rev05/20/20_20210302 (711).JPG,wild boar,rev05,20,20,spring,evening,2021-03-02 19:53:34,1623
rev05/20/20_20210302 (714).JPG,wild boar,rev05,20,20,spring,evening,2021-03-02 19:53:38,1623
rev05/20/20_20210302 (717).JPG,wild boar,rev05,20,20,spring,evening,2021-03-02 19:53:41,1623
rev05/20/20_20210303 (827).JPG,wild boar,rev05,20,20,spring,evening,2021-03-03 18:50:33,1624
rev05/20/20_20210306 (998).JPG,wild boar,rev05,20,20,spring,evening,2021-03-06 15:31:56,1625
rev05/20/20_20210307 (1026).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 15:12:05,1626
rev05/20/20_20210307 (1037).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 15:12:16,1626
rev05/20/20_20210307 (1039).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 15:12:17,1626
rev05/20/20_20210307 (1065).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 15:14:29,1627
rev05/20/20_20210307 (1066).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 15:14:30,1627
rev05/20/20_20210307 (1074).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 19:35:56,1628
rev05/20/20_20210307 (1102).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 19:36:26,1628
rev05/20/20_20210307 (1104).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 19:36:30,1628
rev05/20/20_20210307 (1105).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 19:36:30,1628
rev05/20/20_20210307 (1127).JPG,wild boar,rev05,20,20,spring,evening,2021-03-07 19:36:55,1628
rev05/20/20_20210309 (1256).JPG,wild boar,rev05,20,20,spring,night,2021-03-09 00:19:27,1629
rev05/20/20_20210309 (1264).JPG,wild boar,rev05,20,20,spring,night,2021-03-09 00:19:38,1629
rev05/20/20_20210309 (1341).JPG,wild boar,rev05,20,20,spring,evening,2021-03-09 19:19:39,1630
rev05/20/20_20210309 (1400).JPG,wild boar,rev05,20,20,spring,evening,2021-03-09 19:22:19,1631
rev05/20/20_20210311 (1525).JPG,red deer,rev05,20,20,spring,evening,2021-03-11 14:08:36,1632
rev05/20/20_20210315 (2196).JPG,wild boar,rev05,20,20,spring,evening,2021-03-15 17:37:07,1633
rev05/20/20_20210316 (2444).JPG,wild boar,rev05,20,20,spring,evening,2021-03-16 20:10:36,1634
rev05/20/20_20210316 (2466).JPG,wild boar,rev05,20,20,spring,evening,2021-03-16 20:11:12,1634
rev05/20/20_20210316 (2467).JPG,wild boar,rev05,20,20,spring,evening,2021-03-16 20:11:14,1634
rev05/20/20_20210317 (2912).JPG,wild boar,rev05,20,20,spring,night,2021-03-17 22:17:16,1635
rev05/20/20_20210318 (3151).JPG,wild boar,rev05,20,20,spring,evening,2021-03-18 12:47:18,1636
rev05/20/20_20210318 (3161).JPG,wild boar,rev05,20,20,spring,evening,2021-03-18 12:47:32,1636
rev05/20/20_20210318 (3502).JPG,wild boar,rev05,20,20,spring,evening,2021-03-18 17:17:20,1637
rev05/20/20_20210319 (3540).JPG,wild boar,rev05,20,20,spring,night,2021-03-19 00:28:07,1638
rev05/20/20_20210319 (3703).JPG,empty,rev05,20,20,spring,evening,2021-03-19 12:51:38,1639
rev05/20/20_20210319 (3733).JPG,human,rev05,20,20,spring,evening,2021-03-19 14:02:52,1640
rev05/21/21_20210312 (2121).JPG,cow,rev05,21B,21,spring,morning,2021-03-12 09:20:42,1641
rev05/21/21_20210313 (2183).JPG,cow,rev05,21B,21,spring,evening,2021-03-13 15:10:25,1642
rev05/21/21_20210313 (2187).JPG,cow,rev05,21B,21,spring,evening,2021-03-13 15:18:18,1643
rev05/21/21_20210313 (2189).JPG,cow,rev05,21B,21,spring,evening,2021-03-13 15:18:19,1643
rev05/21/21_20210313 (2212).JPG,cow,rev05,21B,21,spring,evening,2021-03-13 15:19:25,1643
rev05/21/21_20210313 (2238).JPG,wild boar,rev05,21B,21,spring,evening,2021-03-13 17:04:13,1644
rev05/21/21_20210315 (2309).JPG,cow,rev05,21B,21,spring,evening,2021-03-15 17:13:07,1645
rev05/21/21_20210315 (2339).JPG,cow,rev05,21B,21,spring,evening,2021-03-15 17:13:45,1645
rev05/21/21_20210315 (2348).JPG,cow,rev05,21B,21,spring,evening,2021-03-15 17:14:28,1645
rev05/21/21_20210316 (2369).JPG,cow,rev05,21B,21,spring,evening,2021-03-16 17:42:34,1646
rev05/21/21_20210317 (2501).JPG,cow,rev05,21B,21,spring,morning,2021-03-17 07:57:04,1647
rev05/21/21_20210317 (2550).JPG,cow,rev05,21B,21,spring,evening,2021-03-17 17:47:08,1648
rev05/21/21_20210318 (2570).JPG,human,rev05,21B,21,spring,evening,2021-03-18 13:35:51,1649
rev05/22/22_20210219 (4).JPG,human,rev05,22B,22,winter,morning,2021-02-19 09:15:14,1650
rev05/22/22_20210219 (5).JPG,human,rev05,22B,22,winter,morning,2021-02-19 09:15:16,1650
rev05/22/22_20210318 (2242).JPG,red deer,rev05,22B,22,spring,morning,2021-03-18 07:25:08,1651
rev05/22/22_20210318 (2484).JPG,human,rev05,22B,22,spring,evening,2021-03-18 16:21:19,1652
rev05/1/1_20210219 (8).JPG,human,rev05,23B,1,winter,evening,2021-02-19 12:55:57,1653
rev05/1/1_20210222 (110).JPG,empty,rev05,23B,1,winter,evening,2021-02-22 12:48:02,1654
rev05/1/1_20210302 (193).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-02 14:05:53,1655
rev05/1/1_20210302 (198).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-02 14:06:09,1655
rev05/1/1_20210302 (257).JPG,wild boar,rev05,23B,1,spring,night,2021-03-02 21:06:01,1656
rev05/1/1_20210310 (352).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-10 15:59:56,1657
rev05/1/1_20210311 (358).JPG,human,rev05,23B,1,spring,evening,2021-03-11 12:59:36,1658
rev05/1/1_20210316 (504).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-16 14:04:53,1659
rev05/1/1_20210316 (508).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-16 14:05:04,1659
rev05/1/1_20210316 (514).JPG,wild boar,rev05,23B,1,spring,evening,2021-03-16 14:05:26,1659
rev05/1/1_20210317 (544).JPG,empty,rev05,23B,1,spring,morning,2021-03-17 11:50:48,1660
rev05/1/1_20210319 (625).JPG,red fox,rev05,23B,1,spring,night,2021-03-19 00:20:47,1661
rev05/1/1_20210319 (655).JPG,human,rev05,23B,1,spring,evening,2021-03-19 13:11:44,1662
rev05/1/1_20210319 (658).JPG,human,rev05,23B,1,spring,evening,2021-03-19 13:11:51,1662
rev05/24/24_20210219 (2).JPG,human,rev05,24,24,winter,morning,2021-02-19 11:23:20,1663
rev05/24/24_20210219 (4).JPG,human,rev05,24,24,winter,morning,2021-02-19 11:23:23,1663
rev05/24/24_20210219 (6).JPG,human,rev05,24,24,winter,morning,2021-02-19 11:23:24,1663
rev05/24/24_20210222 (509).JPG,empty,rev05,24,24,winter,evening,2021-02-22 13:56:26,1664
rev05/24/24_20210222 (1122).JPG,red deer,rev05,24,24,winter,evening,2021-02-22 18:53:18,1665
rev05/24/24_20210226 (1238).JPG,red fox,rev05,24,24,winter,evening,2021-02-26 14:09:02,1666
rev05/24/24_20210305 (2068).JPG,wild boar,rev05,24,24,spring,evening,2021-03-05 12:24:40,1667
rev05/24/24_20210305 (2075).JPG,wild boar,rev05,24,24,spring,evening,2021-03-05 12:24:48,1667
rev05/24/24_20210305 (2083).JPG,wild boar,rev05,24,24,spring,evening,2021-03-05 12:25:00,1667
rev05/24/24_20210305 (2107).JPG,wild boar,rev05,24,24,spring,evening,2021-03-05 12:26:27,1667
rev05/24/24_20210307 (2168).JPG,egyptian mongoose,rev05,24,24,spring,evening,2021-03-07 15:26:56,1668
rev05/24/24_20210313 (3299).JPG,red deer,rev05,24,24,spring,evening,2021-03-13 16:46:03,1669
rev05/24/24_20210318 (4256).JPG,human,rev05,24,24,spring,evening,2021-03-18 18:38:39,1670
rev05/24/24_20210318 (4263).JPG,human,rev05,24,24,spring,evening,2021-03-18 18:39:09,1670
rev05/24/24_20210318 (4270).JPG,human,rev05,24,24,spring,evening,2021-03-18 18:39:26,1670
rev05/25/25_20210219 (2).JPG,human,rev05,25B,25,winter,evening,2021-02-19 12:55:12,1671
rev05/25/25_20210220 (1018).JPG,empty,rev05,25B,25,winter,evening,2021-02-20 15:49:00,1672
rev05/25/25_20210312 (2531).JPG,empty,rev05,25B,25,spring,evening,2021-03-12 16:28:47,1673
rev05/25/25_20210313 (2877).JPG,empty,rev05,25B,25,spring,evening,2021-03-13 16:11:18,1674
rev05/25/25_20210319 (6222).JPG,human,rev05,25B,25,spring,evening,2021-03-19 14:29:22,1675
rev05/3/3_20210218 (9).JPG,human,rev05,27,3,winter,evening,2021-02-18 18:51:58,1676
rev05/3/3_20210218 (8).JPG,human,rev05,27,3,winter,evening,2021-02-18 18:51:58,1676
rev05/3/3_20210218 (10).JPG,human,rev05,27,3,winter,evening,2021-02-18 18:52:00,1676
rev05/3/3_20210310 (158).JPG,red fox,rev05,27,3,spring,evening,2021-03-10 16:33:36,1677
rev05/3/3_20210318 (266).JPG,human,rev05,27,3,spring,evening,2021-03-18 15:32:33,1678
rev05/3/3_20210318 (267).JPG,human,rev05,27,3,spring,evening,2021-03-18 15:32:34,1678
rev05/3/3_20210318 (269).JPG,human,rev05,27,3,spring,evening,2021-03-18 15:32:35,1678
rev05/3/3_20210318 (270).JPG,human,rev05,27,3,spring,evening,2021-03-18 15:32:37,1678
rev05/28/28_20210219 (3).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:16,1679
rev05/28/28_20210219 (15).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:26,1679
rev05/28/28_20210219 (18).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:28,1679
rev05/28/28_20210219 (17).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:28,1679
rev05/28/28_20210219 (19).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:30,1679
rev05/28/28_20210219 (20).JPG,human,rev05,28,28,winter,morning,2021-02-19 11:38:30,1679
rev05/28/28_20210226 (661).JPG,wild boar,rev05,28,28,winter,evening,2021-02-26 17:42:15,1680
rev05/28/28_20210226 (676).JPG,wild boar,rev05,28,28,winter,evening,2021-02-26 17:54:38,1681
rev05/28/28_20210302 (886).JPG,wild boar,rev05,28,28,spring,morning,2021-03-02 10:51:37,1682
rev05/28/28_20210302 (888).JPG,red fox,rev05,28,28,spring,evening,2021-03-02 15:07:26,1683
rev05/28/28_20210314 (2117).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:42:08,1684
rev05/28/28_20210314 (2136).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:44:48,1685
rev05/28/28_20210314 (2186).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:46:43,1685
rev05/28/28_20210314 (2192).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:46:57,1685
rev05/28/28_20210314 (2208).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:47:32,1685
rev05/28/28_20210314 (2234).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:49:34,1686
rev05/28/28_20210314 (2250).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:50:05,1686
rev05/28/28_20210314 (2332).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:53:35,1687
rev05/28/28_20210314 (2412).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 12:58:47,1688
rev05/28/28_20210314 (2503).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:04:29,1689
rev05/28/28_20210314 (2522).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:05:25,1689
rev05/28/28_20210314 (2528).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:05:35,1689
rev05/28/28_20210314 (2529).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:05:36,1689
rev05/28/28_20210314 (2539).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:05:57,1689
rev05/28/28_20210314 (2701).JPG,wild boar,rev05,28,28,spring,evening,2021-03-14 13:20:52,1690
rev05/28/28_20210315 (5010).JPG,red fox,rev05,28,28,spring,morning,2021-03-15 10:21:56,1691
rev05/28/28_20210315 (5009).JPG,red fox,rev05,28,28,spring,morning,2021-03-15 10:21:56,1691
rev05/28/28_20210315 (5011).JPG,red fox,rev05,28,28,spring,morning,2021-03-15 10:21:57,1691
rev05/5/5_20210219 (122).JPG,red deer,rev05,29,5,winter,evening,2021-02-19 16:24:32,1692
rev05/5/5_20210222 (351).JPG,fallow deer,rev05,29,5,winter,evening,2021-02-22 16:44:10,1693
rev05/5/5_20210222 (369).JPG,fallow deer,rev05,29,5,winter,evening,2021-02-22 16:44:24,1693
rev05/5/5_20210225 (615).JPG,wild boar,rev05,29,5,winter,evening,2021-02-25 16:14:29,1694
rev05/5/5_20210225 (624).JPG,wild boar,rev05,29,5,winter,evening,2021-02-25 16:15:38,1694
rev05/5/5_20210308 (1282).JPG,wild boar,rev05,29,5,spring,evening,2021-03-08 18:41:51,1695
rev05/5/5_20210310 (1391).JPG,empty,rev05,29,5,spring,evening,2021-03-10 14:01:23,1696
rev05/5/5_20210310 (1395).JPG,empty,rev05,29,5,spring,evening,2021-03-10 14:40:43,1697
rev05/5/5_20210313 (1493).JPG,empty,rev05,29,5,spring,night,2021-03-13 03:48:08,1698
rev05/5/5_20210313 (1504).JPG,wild boar,rev05,29,5,spring,evening,2021-03-13 13:24:51,1699
rev05/5/5_20210313 (1506).JPG,wild boar,rev05,29,5,spring,evening,2021-03-13 13:24:52,1699
rev05/5/5_20210313 (1518).JPG,wild boar,rev05,29,5,spring,evening,2021-03-13 13:25:07,1699
rev05/5/5_20210319 (2036).JPG,human,rev05,29,5,spring,evening,2021-03-19 15:06:35,1700
rev05/5/5_20210319 (2038).JPG,human,rev05,29,5,spring,evening,2021-03-19 15:06:38,1700
rev05/2/2_20210219 (40).JPG,iberian hare,rev05,30,2,winter,evening,2021-02-19 20:08:24,1701
rev05/2/2_20210221 (103).JPG,european badger,rev05,30,2,winter,night,2021-02-21 02:07:21,1702
rev05/2/2_20210222 (143).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:28,1703
rev05/2/2_20210222 (145).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:29,1703
rev05/2/2_20210222 (144).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:29,1703
rev05/2/2_20210222 (148).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:33,1703
rev05/2/2_20210222 (149).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:34,1703
rev05/2/2_20210222 (151).JPG,red fox,rev05,30,2,winter,evening,2021-02-22 12:10:35,1703
rev05/2/2_20210222 (202).JPG,horse,rev05,30,2,winter,evening,2021-02-22 12:48:28,1704
rev05/2/2_20210222 (267).JPG,horse,rev05,30,2,winter,evening,2021-02-22 12:52:33,1705
rev05/2/2_20210222 (311).JPG,horse,rev05,30,2,winter,evening,2021-02-22 12:55:37,1706
rev05/2/2_20210222 (552).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:14:37,1707
rev05/2/2_20210222 (554).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:14:40,1707
rev05/2/2_20210222 (563).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:14:52,1707
rev05/2/2_20210222 (566).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:14:55,1707
rev05/2/2_20210222 (567).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:14:58,1707
rev05/2/2_20210222 (574).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:05,1707
rev05/2/2_20210222 (576).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:07,1707
rev05/2/2_20210222 (577).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:09,1707
rev05/2/2_20210222 (580).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:11,1707
rev05/2/2_20210222 (582).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:13,1707
rev05/2/2_20210222 (584).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:15,1707
rev05/2/2_20210222 (596).JPG,horse,rev05,30,2,winter,evening,2021-02-22 13:15:27,1707
rev05/2/2_20210225 (1099).JPG,cow,rev05,30,2,winter,morning,2021-02-25 07:26:17,1708
rev05/2/2_20210225 (1423).JPG,cow,rev05,30,2,winter,morning,2021-02-25 08:15:29,1709
rev05/2/2_20210225 (1455).JPG,cow,rev05,30,2,winter,evening,2021-02-25 14:38:14,1710
rev05/2/2_20210225 (1454).JPG,cow,rev05,30,2,winter,evening,2021-02-25 14:38:14,1710
rev05/2/2_20210225 (1457).JPG,cow,rev05,30,2,winter,evening,2021-02-25 14:38:56,1710
rev05/2/2_20210225 (1468).JPG,cow,rev05,30,2,winter,evening,2021-02-25 14:44:39,1711
rev05/2/2_20210225 (1478).JPG,cow,rev05,30,2,winter,evening,2021-02-25 16:27:00,1712
rev05/2/2_20210225 (1479).JPG,cow,rev05,30,2,winter,evening,2021-02-25 16:27:03,1712
rev05/2/2_20210225 (1482).JPG,cow,rev05,30,2,winter,evening,2021-02-25 16:27:07,1712
rev05/2/2_20210225 (1483).JPG,cow,rev05,30,2,winter,evening,2021-02-25 16:27:10,1712
rev05/2/2_20210227 (1657).JPG,red fox,rev05,30,2,winter,evening,2021-02-27 16:02:15,1713
rev05/2/2_20210227 (1656).JPG,red fox,rev05,30,2,winter,evening,2021-02-27 16:02:15,1713
rev05/2/2_20210227 (1659).JPG,red fox,rev05,30,2,winter,evening,2021-02-27 16:02:17,1713
rev05/2/2_20210227 (1658).JPG,red fox,rev05,30,2,winter,evening,2021-02-27 16:02:17,1713
rev05/2/2_20210302 (2053).JPG,red deer,rev05,30,2,spring,evening,2021-03-02 18:31:59,1714
rev05/2/2_20210303 (2141).JPG,red fox,rev05,30,2,spring,night,2021-03-03 21:07:20,1715
rev05/2/2_20210304 (2188).JPG,cow,rev05,30,2,spring,morning,2021-03-04 09:49:53,1716
rev05/2/2_20210304 (2193).JPG,cow,rev05,30,2,spring,morning,2021-03-04 09:50:03,1716
rev05/2/2_20210304 (2255).JPG,red fox,rev05,30,2,spring,evening,2021-03-04 13:55:30,1717
rev05/2/2_20210304 (2298).JPG,wild boar,rev05,30,2,spring,night,2021-03-04 21:35:41,1718
rev05/2/2_20210308 (2467).JPG,cow,rev05,30,2,spring,morning,2021-03-08 07:20:27,1719
rev05/2/2_20210308 (2504).JPG,cow,rev05,30,2,spring,morning,2021-03-08 07:21:02,1719
rev05/2/2_20210308 (2526).JPG,cow,rev05,30,2,spring,morning,2021-03-08 07:21:34,1719
rev05/2/2_20210308 (2598).JPG,iberian hare,rev05,30,2,spring,evening,2021-03-08 19:09:51,1720
rev05/2/2_20210310 (3052).JPG,red fox,rev05,30,2,spring,evening,2021-03-10 12:44:32,1721
rev05/2/2_20210310 (3056).JPG,red fox,rev05,30,2,spring,evening,2021-03-10 12:44:37,1721
rev05/2/2_20210310 (3057).JPG,red fox,rev05,30,2,spring,evening,2021-03-10 12:44:37,1721
rev05/2/2_20210311 (3599).JPG,red fox,rev05,30,2,spring,evening,2021-03-11 14:03:47,1722
rev05/2/2_20210312 (3685).JPG,iberian hare,rev05,30,2,spring,evening,2021-03-12 19:45:57,1723
